[2019-03-27 20:58:29] main.ERROR: Error: Application is not installed yet.  [] []
[2019-03-27 21:08:02] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_27","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:02] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_27","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:02] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:02] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:02] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:02] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:02] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_28","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:02] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_28","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:02] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:02] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:02] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:02] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:02] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_29","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_29","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_30","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_30","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_31","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_31","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_32","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_32","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_33","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_33","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_34","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_34","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:03] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_35","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_35","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_32","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_32","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_23","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_23","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_25","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_25","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_35","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:04] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_35","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_23","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_23","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_25","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_25","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_24","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_24","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_5","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_5","FPC"],"mode":"matchingTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-03-27 21:08:05] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/Magento-CE-2.2.7-2018-11-20-10-28-48/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_7","FPC"],"mode":"matchingTag"}} []
